,unitID,College,White,Black,Hispanic,Asian,AmericanIndianOrAlaskaNative, NativeHawaiianOrPacificIslander,TwoOrMoreRaces,NonResidentAliens,RaceUnknown,Female,Dependent_30k,Dependent_30_110K,Dependent_110k,Independent_30k,Independent_30_110k,Independent_110k,lwr800,btwn800_1000,btwn1000_1200,btwn1200_1400,gtr1400,Rural,TownRemote,TownDistant,SmallSuburb,LargeSuburb,SmallCity,MidCity,LargeCity,FarWest,GreatLakes,MidEast,NewEngland,Plains,RockyMountains,SouthEast,SouthWest,mn_earn_wne_p6,Latitude,Longitude
18,102377,Tuskegee University,-2.49214038871,0.843081840065,-1.78777732865,-1.90263705535,-1.16114952113,-6.3358574073,-7.48174075231,-1.12133985404,0.745613995851,-0.037607588406,-8.328546134,0.030456287,0.24754739,-8.216603704,-6.501148422,0.084325656,0.159440694363,0.121491309991,0.0394561215942,-0.0898667790327,-0.441125342406,-3.68137561725,-3.85910779647,0.582023717502,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,33600,32.431,-85.7103
19,102669,Alaska Pacific University,-0.0352154915332,-0.577984579354,-0.518756440492,-0.560214892721,1.46876843118,0.434994677956,0.505478482069,-7.61270168797,0.40975508687,0.0442965295729,-0.220054245,-7.918391193,-0.151536191,0.225918439,-6.501148422,0.595433189,0.0943992616222,0.0508273745288,0.0201478448262,-0.0237862000293,-0.180644114943,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,0.293088428419,0.440317776036,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,-4.19403771839,-4.00478725575,41600,61.1912,-149.8042
20,104151,Arizona State University-Tempe,-0.0108488895168,-0.446448841552,0.201344263479,0.024861089889,0.37032834211,0.0620827750943,0.0934471041667,0.241604359906,-0.770700916129,-0.0215207356854,-0.035082786,0.172550784,-0.194762504,0.16129076,0.559131397,0.289353457,-0.0152002505471,-0.0175482381208,0.000662312750653,0.0210838253221,0.0122203312862,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,0.397819990925,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,-4.19403771839,0.495212744472,46300,33.4219,-111.94
21,104179,University of Arizona,-0.033383526769,-0.52388767799,0.321570045164,-0.0567647162135,0.262095308043,-0.0136379057547,0.138395313077,0.127661009421,-0.573211536415,-0.0215207356854,0.099842073,0.318948443,-0.080364476,-0.082066906,-0.356061128,-0.328744073,-0.0265709341192,-0.00608954178649,0.0146009909401,0.0309550253131,-0.00384410204218,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,0.293088428419,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,-4.19403771839,0.495212744472,44200,32.2321,-110.9508
22,104586,Embry-Riddle Aeronautical University-Prescott,0.00841361006822,-0.810803452381,-0.188584200802,-0.112000627496,-0.0228478297365,0.449472498911,0.399072845684,0.319264431838,0.329878414038,-0.531434506881,-0.287064197,0.094665224,-0.355008782,0.301999484,0.436678538,0.556569927,-0.0363586564474,-0.0299115412346,-0.00386756621633,0.0260987655606,0.0394800806528,0.818624382966,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,-4.19403771839,0.495212744472,47300,34.6157,-112.4523
23,105330,Northern Arizona University,0.0270654261915,-0.534448550196,0.217899577917,-0.601607575412,0.72815110965,0.19562163748,0.197687153386,0.0146641788662,-0.790904299084,0.0374571114735,-0.048077086,0.233425683,-0.137827048,0.117360332,0.194696373,0.195747349,0.0404065600782,0.0318535700421,0.0246843103679,0.00638419104298,-0.104365737025,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,-4.19403771839,0.495212744472,40200,35.1801,-111.6577
24,105589,Prescott College,0.0921906076783,-0.876070179799,-0.307619258219,-0.760404567299,0.546419590521,-6.3358574073,0.108208860179,-0.567378670057,0.476825942294,0.0769656544837,-0.083467541,-7.918391193,-0.204543214,0.376617428,-6.501148422,0.318251247,0.0040021654348,-0.0105823230075,0.000696968436566,0.0141872251905,-0.00692799922863,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,-4.19403771839,0.495212744472,32900,34.5445,-112.4765
25,106245,University of Arkansas at Little Rock,-0.0294274556799,0.377896147793,-0.272043104553,-0.443999730311,-0.244696526711,-0.733796330233,0.325794282522,-0.145834052793,-1.89127404455,0.0510299059988,0.017819196,-0.299975939,-0.313848583,0.346928683,0.315634549,0.308237458,-0.103833376649,0.0898009510243,0.121297090627,0.0806296689526,-0.194436963967,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,0.397819990925,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,32800,34.7266,-92.3418
26,106342,Lyon College,0.117678379182,-0.422049818387,-0.359813367314,-0.715822438463,0.522346733317,-6.3358574073,-7.48174075231,-0.138485409319,0.26648397895,-0.00600858439761,-8.328546134,0.139600758,0.212235933,-8.216603704,-6.501148422,0.256103343,-0.0868699716652,-0.0238356974795,0.0177890296169,0.0523555809879,0.0414757210874,-3.68137561725,0.640892203744,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,31900,35.7789,-91.6281
27,106397,University of Arkansas,0.125301192769,-0.354366812944,-0.25764528408,-0.430979220876,0.315970684045,-0.490758746861,0.0247642936229,-0.171792590169,-1.14308673103,-0.0458801068422,-0.014871749,-7.918391193,0.130860259,-0.134915234,-6.501148422,-0.233816025,-0.0935509739459,-0.0403594229806,0.00439272672062,0.0477951516915,0.0694015788482,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,38700,36.0615,-94.1782
28,106412,University of Arkansas at Pine Bluff,-1.15180087717,0.922197720304,-0.987349875944,-1.42551616254,-0.559090344103,-6.3358574073,-1.87967967525,-0.755369131219,-0.909003589619,-0.0215207356854,0.405273194,-0.626528676,-0.239728979,-0.051614447,-6.501148422,-0.479149532,0.269305604298,0.190697731893,-0.0106309662902,-0.321114541205,-0.99422886451,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,24300,34.2422,-92.0213
29,106458,Arkansas State University-Main Campus,0.0925476109712,0.11980204873,-0.759035098876,-0.930666263913,-0.172145879809,-0.557705433088,-0.261632638109,0.168335257842,-0.447230085975,0.0374571114735,0.094293048,-7.918391193,-0.106478133,0.202219517,-6.501148422,0.198528957,-0.0726587384357,0.0532560483234,0.0811614876185,0.0667395616185,-0.1104839919,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,30200,35.8428,-90.6805
30,106467,Arkansas Tech University,0.126787844109,-0.1536808851,-0.364963164493,-0.695137841246,0.330211121993,-0.636886534371,-0.127632293947,-0.0915635911841,-7.59024491747,-0.0215207356854,0.09428546,-0.33802354,-0.21374985,0.235904792,-0.051114384,0.268116851,0.0348831795486,0.123666484297,0.0950349352452,0.00193977136228,-0.331031312461,-3.68137561725,0.640892203744,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,31800,35.2952,-93.1323
31,106713,Central Baptist College,0.0763698841508,0.298256820005,-0.722138864847,-1.69178389883,0.195830841852,-0.221913720916,-0.326404684476,-0.17653902502,-7.59024491747,-0.0991255948783,-0.050081965,-7.918391193,-0.114252786,0.224889252,-6.501148422,0.412665809,0.133761749454,0.0676210864671,0.0169044383911,-0.0514963844642,-0.25626996005,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,30300,35.0846,-92.4441
32,107044,Harding University,0.150636195784,-0.467692703111,-0.598183812999,-0.973218608638,0.134416548071,-0.490758746861,-0.357889078691,0.204863688201,-1.03394229607,-0.0215207356854,-0.122649891,-7.918391193,0.165206283,-0.241511052,-6.501148422,-0.059249535,-0.0590752344345,-0.0346994629885,-0.00114102120224,0.034628194452,0.0532811845871,-3.68137561725,-3.85910779647,0.582023717502,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,34000,35.2496,-91.729
33,107071,Henderson State University,0.0475296375145,0.327866335226,-0.524951901757,-0.986183583867,-0.365270415804,-6.3358574073,0.226680156322,-0.639573788168,-1.81209294327,0.00154454643269,0.216653051,-7.918391193,-0.064919144,0.085086483,-6.501148422,-0.175793934,0.0785688242601,0.0658965189979,0.0374620582415,-0.0138254516948,-0.20406054796,-3.68137561725,-3.85910779647,0.582023717502,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,30900,34.1278,-93.0603
34,107080,Hendrix College,0.0829864324953,-0.395053900846,-0.395358306208,-0.0913978170818,0.573249155669,-6.3358574073,-0.20527892516,-0.0516002923891,0.223336077767,0.0089685576911,-8.328546134,-7.918391193,0.320004306,-8.216603704,-6.501148422,-0.536708163,-0.202548030878,-0.140198002688,-0.0618845458511,0.0325836706857,0.214234256582,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,31600,35.0997,-92.442
35,107141,John Brown University,0.133117665902,-0.726185617647,-0.346371846505,-0.851485027517,0.312336399695,-0.557705433088,0.0261151328719,0.211424152458,-0.937032307188,-0.0294896574978,-0.154361576,0.103366025,-0.143946905,0.048191562,0.752217403,0.489950942,-0.0575799286572,-0.0427153618855,-0.00911453003344,0.0300762878891,0.0654869372724,-3.68137561725,-3.85910779647,0.582023717502,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,42600,36.1911,-94.5591
36,107512,Ouachita Baptist University,0.155139378957,-0.143241932117,-0.475466540021,-0.780421678975,0.0563334031507,-0.221913720916,-7.48174075231,-0.329400436646,-7.59024491747,-0.0458801068422,0.035427911,0.378636063,0.060480272,-0.722551265,-6.501148422,-7.825369705,-0.0434069899017,0.0315398382656,0.0529998893139,0.0496460402211,-0.0706283323941,-3.68137561725,-3.85910779647,0.582023717502,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,32700,34.125,-93.0524
37,107558,University of the Ozarks,0.0635900677333,-0.309139273879,-0.10511005937,-7.80572758521,0.181272123308,-0.0805846609175,0.10597022393,0.425520954376,-0.500339770725,-0.0294896574978,-8.328546134,-0.103437291,0.269777134,-8.216603704,-6.501148422,-0.038444522,0.000270678268176,0.0566467274777,0.0587675484189,0.0309584900622,-0.139249608739,-3.68137561725,0.640892203744,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,29600,35.4778,-93.4679
38,107877,Williams Baptist College,0.173687146483,-0.227446503354,-0.765501140805,-7.80572758521,0.139879443085,-6.3358574073,-7.48174075231,-0.19940190712,-7.59024491747,0.00154454643269,-8.328546134,-0.052727699,0.22895504,-8.216603704,-6.501148422,0.293551001,0.0112870399952,0.163210586866,0.128951757115,-0.00408748477192,-0.447036936515,0.818624382966,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,29800,36.1268,-90.9399
39,107983,Southern Arkansas University Main Campus,0.0374518181783,0.405454512521,-0.732077386926,-0.948395028461,-0.00733566632885,0.521475149454,-7.48174075231,-0.115772026065,-1.68715438761,-0.00600858439761,0.255359034,-7.918391193,-0.10392773,0.067000765,-6.501148422,-0.086562569,0.0899597289733,0.100763962661,0.0576756594168,-0.0265493501123,-0.30340800769,-3.68137561725,0.640892203744,-3.91797628271,-3.94916718433,-4.10133645612,-4.1484877783,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,30600,33.2912,-93.2351
40,108092,University of Arkansas-Fort Smith,0.0988653771313,-0.385466437052,-0.192629554513,-0.158344605315,0.72392779143,-0.557705433088,0.230908957732,-0.567378670057,-7.59024491747,0.0374571114735,0.168458943,-7.918391193,-0.161001068,0.225241792,-6.501148422,0.106118953,0.0135673816123,0.101646181651,0.0880926634811,0.0207234462126,-0.256901075654,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,-4.10133645612,0.351512221922,-4.10218000929,-4.2069115718,-4.05968222418,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,0.305962281824,-4.00478725575,26300,35.3853,-94.3741
41,109785,Azusa Pacific University,-0.0748875021442,-0.370553573702,0.296328146659,0.111777929593,-0.219142429759,0.561769738969,0.276413877235,-0.345529936091,0.154048073475,0.0576605180749,-0.206175672,0.238146532,-0.223654557,0.112679021,0.978695705,0.475660293,-0.0127126687174,-0.00361669508831,0.0122949544331,0.0250053225952,-0.0129019383394,-3.68137561725,-3.85910779647,-3.91797628271,-3.94916718433,0.398663544097,-4.1484877783,-4.10218000929,-4.2069115718,0.440317776036,-4.10349213291,-4.11258163782,-3.90177864223,-3.95791935059,-3.83490184463,-4.19403771839,-4.00478725575,50100,34.1309,-117.888
